no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal,tahun_lahir,generasi,profit_per_item,total_profit,total_revenue
BON08801,PEL00048,2021-11-12,Bogor,PRD00022,15,5,5,no,Dedi WSV,L,1979-02-03,Keyboard,Lexmark,550000.0,477099.0,1979,Gen X,72901.0,1093515.0,8250000.0
BON08802,PEL00677,2021-01-23,Tangerang,PRD00003,29,15,3,no,Dedi GXO,L,1980-06-24,Mouse,SteelSeries,450000.0,358724.0,1980,Milenial,91276.0,2647004.0,13050000.0
BON08803,PEL01158,2022-08-24,Depok,PRD00004,19,5,2,no,Rudi ACE,L,1977-07-20,Mouse,Corsair,425000.0,267954.0,1977,Gen X,157046.0,2983874.0,8075000.0
BON08804,PEL00173,2021-05-12,Bogor,PRD00033,24,0,2,no,Budi REP,L,1988-04-04,Printer,Ricoh,1800000.0,1412073.0,1988,Milenial,387927.0,9310248.0,43200000.0
BON08805,PEL00236,2021-06-22,Depok,PRD00044,22,5,3,no,Rina XKA,P,1986-04-18,Speaker,Polytron,200000.0,162998.0,1986,Milenial,37002.0,814044.0,4400000.0
BON08806,PEL01790,2022-03-08,Jakarta,PRD00002,27,5,2,no,Dewi JRS,P,1980-09-05,Mouse,Razer,125000.0,87603.0,1980,Milenial,37397.0,1009719.0,3375000.0
BON08807,PEL01998,2021-07-28,Bandung,PRD00017,26,5,2,no,Dedi FQP,L,1992-12-11,Keyboard,Epson,1250000.0,983813.0,1992,Milenial,266187.0,6920862.0,32500000.0
BON08808,PEL01005,2024-04-25,Bekasi,PRD00054,25,0,4,no,Budi KTD,L,2001-03-23,Laptop,Apple,17750000.0,15174836.0,2001,Gen Z,2575164.0,64379100.0,443750000.0
BON08811,PEL00140,2021-11-28,Jakarta,PRD00040,19,10,1,yes,Tina WGW,P,1965-07-19,Speaker,Harman Kardon,500000.0,359780.0,1965,Gen X,140220.0,2664180.0,9500000.0
BON08812,PEL01784,2021-08-08,Bogor,PRD00028,11,0,5,no,Sari SXM,P,1965-06-01,Printer,HP,2800000.0,1776707.0,1965,Gen X,1023293.0,11256223.0,30800000.0
BON08813,PEL01037,2023-09-15,Bogor,PRD00050,12,10,4,no,Dewi JXG,P,1971-12-14,Laptop,MSI,19750000.0,17633164.0,1971,Gen X,2116836.0,25402032.0,237000000.0
BON08815,PEL01087,2024-09-06,Jakarta,PRD00048,29,10,2,no,Dewi BVC,P,1987-10-27,Laptop,Lenovo,19750000.0,14463191.0,1987,Milenial,5286809.0,153317461.0,572750000.0
BON08816,PEL01715,2024-10-28,Bogor,PRD00049,29,5,5,no,Lia HTJ,P,1980-01-21,Laptop,Dell,11750000.0,7974594.0,1980,Milenial,3775406.0,109486774.0,340750000.0
BON08817,PEL01800,2024-03-11,Jakarta,PRD00017,30,5,5,no,Lia EYE,P,1987-09-04,Keyboard,Epson,1250000.0,983813.0,1987,Milenial,266187.0,7985610.0,37500000.0
BON08818,PEL00236,2021-08-27,Bekasi,PRD00016,29,5,3,no,Rina XKA,P,1986-04-18,Keyboard,Canon,1100000.0,902572.0,1986,Milenial,197428.0,5725412.0,31900000.0
BON08819,PEL00097,2021-08-25,Bogor,PRD00042,19,15,2,no,Lia LWW,P,1992-11-21,Speaker,Robot,1500000.0,1241712.0,1992,Milenial,258288.0,4907472.0,28500000.0
BON08820,PEL00010,2022-02-05,Bogor,PRD00006,19,10,2,no,Budi FHR,L,1990-04-14,Monitor,LG,1900000.0,1147364.0,1990,Milenial,752636.0,14300084.0,36100000.0
BON08821,PEL00923,2021-11-26,Bogor,PRD00014,21,0,3,no,Rudi SDX,L,1996-08-09,Monitor,Eizo,750000.0,557724.0,1996,Gen Z,192276.0,4037796.0,15750000.0
BON08823,PEL00928,2025-04-18,Bogor,PRD00053,15,0,5,no,Dewi LVV,P,1991-06-04,Laptop,Razer,13000000.0,10909656.0,1991,Milenial,2090344.0,31355160.0,195000000.0
BON08824,PEL00546,2025-02-12,Bekasi,PRD00057,22,0,4,no,Dedi CFL,L,1973-03-28,PC Rakitan,MJ003,21500000.0,13982066.0,1973,Gen X,7517934.0,165394548.0,473000000.0
BON08825,PEL00535,2025-01-16,Tangerang,PRD00002,12,10,1,yes,Dedi EES,L,1973-09-15,Mouse,Razer,125000.0,87603.0,1973,Gen X,37397.0,448764.0,1500000.0
BON08826,PEL01696,2021-10-03,Depok,PRD00042,18,15,4,no,Tina HOJ,P,1984-12-15,Speaker,Robot,1500000.0,1241712.0,1984,Milenial,258288.0,4649184.0,27000000.0
BON08827,PEL00909,2024-05-17,Tangerang,PRD00016,27,10,2,no,Rudi EGA,L,1975-07-20,Keyboard,Canon,1100000.0,902572.0,1975,Gen X,197428.0,5330556.0,29700000.0
BON08828,PEL00801,2022-07-27,Bandung,PRD00037,17,15,4,no,Dewi ZDN,P,1995-12-20,Speaker,Sony,700000.0,589264.0,1995,Gen Z,110736.0,1882512.0,11900000.0
BON08829,PEL01777,2022-01-20,Depok,PRD00013,19,0,5,no,Rudi SNB,L,1992-01-21,Monitor,Gigabyte,1100000.0,754049.0,1992,Milenial,345951.0,6573069.0,20900000.0
BON08830,PEL00891,2022-08-04,Bandung,PRD00035,15,15,2,no,Dewi JUU,P,1985-05-18,Printer,Panasonic,2000000.0,1788056.0,1985,Milenial,211944.0,3179160.0,30000000.0
BON08831,PEL01060,2022-11-27,Bogor,PRD00042,29,10,4,no,Rudi XEW,L,1997-06-17,Speaker,Robot,1500000.0,1241712.0,1997,Gen Z,258288.0,7490352.0,43500000.0
BON08832,PEL00593,2024-10-13,Bogor,PRD00027,23,5,5,no,Lia UXT,P,1986-10-07,Printer,Epson,1800000.0,1129863.0,1986,Milenial,670137.0,15413151.0,41400000.0
BON08833,PEL00258,2022-04-09,Tangerang,PRD00030,12,15,3,no,Joko LOG,L,1976-12-16,Printer,Samsung,2700000.0,1800182.0,1976,Gen X,899818.0,10797816.0,32400000.0
BON08834,PEL01329,2021-07-06,Bekasi,PRD00017,23,15,5,no,Joko MLV,L,1984-08-06,Keyboard,Epson,1250000.0,983813.0,1984,Milenial,266187.0,6122301.0,28750000.0
BON08835,PEL01266,2021-04-10,Depok,PRD00023,22,10,1,yes,Agus DDD,L,1982-03-22,Keyboard,Ricoh,450000.0,375091.0,1982,Milenial,74909.0,1647998.0,9900000.0
BON08836,PEL01374,2021-08-03,Depok,PRD00040,13,15,3,no,Sari DHR,P,1977-11-19,Speaker,Harman Kardon,500000.0,359780.0,1977,Gen X,140220.0,1822860.0,6500000.0
BON08837,PEL00359,2022-03-16,Bandung,PRD00043,22,0,1,yes,Agus KYZ,L,1986-04-22,Speaker,Simbadda,1000000.0,619214.0,1986,Milenial,380786.0,8377292.0,22000000.0
BON08838,PEL01817,2021-11-24,Bogor,PRD00034,18,0,2,no,Joko LEE,L,1970-08-03,Printer,Kyocera,2200000.0,1936263.0,1970,Gen X,263737.0,4747266.0,39600000.0
BON08839,PEL01627,2025-06-28,Bekasi,PRD00072,21,5,3,no,Lia URD,P,2005-12-08,PC Rakitan,MJ018,15000000.0,13120022.0,2005,Gen Z,1879978.0,39479538.0,315000000.0
BON08840,PEL00716,2025-03-25,Bekasi,PRD00065,14,15,1,yes,Tina ZPS,P,1991-03-04,PC Rakitan,MJ011,8000000.0,6254385.0,1991,Milenial,1745615.0,24438610.0,112000000.0
BON08841,PEL00537,2023-12-04,Depok,PRD00045,75,25,1,yes,Dedi TBF,L,1975-04-05,Laptop,Acer,5000000.0,4016132.0,1975,Gen X,983868.0,73790100.0,375000000.0
BON08842,PEL00521,2021-05-13,Bogor,PRD00029,15,5,3,no,Tina CBD,P,2004-06-13,Printer,Brother,900000.0,607976.0,2004,Gen Z,292024.0,4380360.0,13500000.0
BON08843,PEL01426,2024-08-07,Jakarta,PRD00055,12,0,1,yes,Dedi WPX,L,1979-10-20,PC Rakitan,MJ001,7000000.0,5407340.0,1979,Gen X,1592660.0,19111920.0,84000000.0
BON08844,PEL01355,2023-07-05,Tangerang,PRD00029,13,15,2,no,Budi HFF,L,2002-01-15,Printer,Brother,900000.0,607976.0,2002,Gen Z,292024.0,3796312.0,11700000.0
BON08845,PEL01934,2025-03-21,Bandung,PRD00050,26,5,1,yes,Budi HCF,L,1965-05-05,Laptop,MSI,19750000.0,17633164.0,1965,Gen X,2116836.0,55037736.0,513500000.0
BON08846,PEL01231,2021-09-14,Jakarta,PRD00007,21,5,2,no,Rudi VYM,L,1996-04-03,Monitor,Dell,1850000.0,1578030.0,1996,Gen Z,271970.0,5711370.0,38850000.0
BON08847,PEL00621,2025-02-15,Jakarta,PRD00051,23,15,1,yes,Tina TRH,P,1977-04-20,Laptop,Samsung,9500000.0,7390128.0,1977,Gen X,2109872.0,48527056.0,218500000.0
BON08849,PEL00467,2023-02-09,Tangerang,PRD00046,16,10,1,yes,Dedi GNJ,L,1993-11-26,Laptop,ASUS,12000000.0,10206638.0,1993,Milenial,1793362.0,28693792.0,192000000.0
BON08850,PEL01982,2022-12-26,Tangerang,PRD00020,89,25,2,no,Rina PSC,P,2005-12-18,Keyboard,Samsung,600000.0,501505.0,2005,Gen Z,98495.0,8766055.0,53400000.0
BON08851,PEL00667,2024-08-12,Bogor,PRD00064,27,5,5,no,Joko WIC,L,1982-07-24,PC Rakitan,MJ010,22500000.0,19841079.0,1982,Milenial,2658921.0,71790867.0,607500000.0
BON08852,PEL00633,2021-09-25,Jakarta,PRD00027,14,15,4,no,Rudi EZX,L,1967-03-03,Printer,Epson,1800000.0,1129863.0,1967,Gen X,670137.0,9381918.0,25200000.0
BON08853,PEL00021,2025-06-01,Bekasi,PRD00058,21,15,5,no,Tina FJX,P,1990-06-13,PC Rakitan,MJ004,20000000.0,17077100.0,1990,Milenial,2922900.0,61380900.0,420000000.0
BON08854,PEL01719,2023-05-01,Tangerang,PRD00018,23,5,3,no,Agus RCB,L,1990-10-24,Keyboard,HP,800000.0,605976.0,1990,Milenial,194024.0,4462552.0,18400000.0
BON08855,PEL00135,2021-11-25,Bandung,PRD00011,19,10,1,yes,Sari MBJ,P,1975-01-14,Monitor,Acer,1000000.0,747733.0,1975,Gen X,252267.0,4793073.0,19000000.0
BON08856,PEL01446,2022-12-23,Tangerang,PRD00031,86,25,1,yes,Budi PLS,L,1992-10-21,Printer,Xerox,2700000.0,1999288.0,1992,Milenial,700712.0,60261232.0,232200000.0
BON08857,PEL00678,2022-07-16,Bekasi,PRD00011,21,10,2,no,Tina GAR,P,1986-09-08,Monitor,Acer,1000000.0,747733.0,1986,Milenial,252267.0,5297607.0,21000000.0
BON08858,PEL01903,2023-01-14,Bekasi,PRD00046,18,5,5,no,Rudi VZX,L,1975-11-06,Laptop,ASUS,12000000.0,10206638.0,1975,Gen X,1793362.0,32280516.0,216000000.0
BON08859,PEL01362,2021-10-14,Bandung,PRD00007,23,15,5,no,Dewi GCE,P,1988-12-16,Monitor,Dell,1850000.0,1578030.0,1988,Milenial,271970.0,6255310.0,42550000.0
BON08860,PEL01806,2023-01-26,Bogor,PRD00035,13,15,3,no,Rina ORA,P,1969-07-05,Printer,Panasonic,2000000.0,1788056.0,1969,Gen X,211944.0,2755272.0,26000000.0
BON08861,PEL00413,2024-11-22,Depok,PRD00024,30,15,2,no,Rina BXP,P,1984-10-21,Keyboard,Kyocera,850000.0,759960.0,1984,Milenial,90040.0,2701200.0,25500000.0
BON08862,PEL00241,2021-04-09,Jakarta,PRD00001,26,5,5,no,Rina DCF,P,1988-12-13,Mouse,Logitech,125000.0,107423.0,1988,Milenial,17577.0,457002.0,3250000.0
BON08863,PEL00199,2023-03-17,Bandung,PRD00023,23,0,1,yes,Rudi WYM,L,1969-04-12,Keyboard,Ricoh,450000.0,375091.0,1969,Gen X,74909.0,1722907.0,10350000.0
BON08864,PEL00762,2024-07-14,Depok,PRD00015,24,10,3,no,Lia WHK,P,1974-02-19,Monitor,ViewSonic,1950000.0,1227395.0,1974,Gen X,722605.0,17342520.0,46800000.0
BON08866,PEL00683,2022-11-22,Bekasi,PRD00002,14,5,3,no,Rudi HUO,L,2001-03-25,Mouse,Razer,125000.0,87603.0,2001,Gen Z,37397.0,523558.0,1750000.0
BON08868,PEL00205,2023-12-16,Bandung,PRD00026,93,25,4,no,Dedi ZIT,L,1966-04-11,Printer,Canon,1800000.0,1375032.0,1966,Gen X,424968.0,39522024.0,167400000.0
BON08869,PEL00606,2023-01-09,Depok,PRD00018,12,10,1,yes,Lia UFD,P,1998-05-09,Keyboard,HP,800000.0,605976.0,1998,Gen Z,194024.0,2328288.0,9600000.0
BON08870,PEL00129,2021-09-19,Depok,PRD00033,15,10,5,no,Rudi FCU,L,1966-07-01,Printer,Ricoh,1800000.0,1412073.0,1966,Gen X,387927.0,5818905.0,27000000.0
BON08871,PEL01093,2025-03-24,Depok,PRD00072,27,10,1,yes,Joko SWP,L,1990-08-16,PC Rakitan,MJ018,15000000.0,13120022.0,1990,Milenial,1879978.0,50759406.0,405000000.0
BON08873,PEL00455,2021-11-25,Bekasi,PRD00035,17,15,2,no,Sari CQL,P,1984-08-04,Printer,Panasonic,2000000.0,1788056.0,1984,Milenial,211944.0,3603048.0,34000000.0
BON08874,PEL01408,2021-01-27,Bandung,PRD00006,13,0,3,no,Joko LJU,L,2005-10-24,Monitor,LG,1900000.0,1147364.0,2005,Gen Z,752636.0,9784268.0,24700000.0
BON08875,PEL00876,2023-02-12,Depok,PRD00047,19,15,4,no,Sari VRV,P,1991-03-18,Laptop,HP,4750000.0,3623315.0,1991,Milenial,1126685.0,21407015.0,90250000.0
BON08876,PEL00112,2021-12-01,Jakarta,PRD00029,59,25,3,no,Sari EUO,P,1973-02-18,Printer,Brother,900000.0,607976.0,1973,Gen X,292024.0,17229416.0,53100000.0
BON08877,PEL00656,2024-02-15,Jakarta,PRD00015,21,5,5,no,Budi VTE,L,1994-11-02,Monitor,ViewSonic,1950000.0,1227395.0,1994,Milenial,722605.0,15174705.0,40950000.0
BON08878,PEL00023,2024-05-28,Tangerang,PRD00045,10,15,4,no,Budi FLE,L,1983-10-21,Laptop,Acer,5000000.0,4016132.0,1983,Milenial,983868.0,9838680.0,50000000.0
BON08879,PEL00011,2023-02-26,Depok,PRD00054,18,5,4,no,Sari UUE,P,1983-05-24,Laptop,Apple,17750000.0,15174836.0,1983,Milenial,2575164.0,46352952.0,319500000.0
BON08880,PEL00961,2021-12-14,Depok,PRD00002,62,25,5,no,Dewi WDQ,P,2003-03-09,Mouse,Razer,125000.0,87603.0,2003,Gen Z,37397.0,2318614.0,7750000.0
BON08881,PEL00238,2024-02-19,Bandung,PRD00010,27,10,3,no,Budi RSZ,L,1989-11-25,Monitor,BenQ,1950000.0,1409393.0,1989,Milenial,540607.0,14596389.0,52650000.0
BON08882,PEL01370,2021-09-17,Bogor,PRD00019,26,0,3,no,Dedi SXE,L,1990-08-17,Keyboard,Brother,1150000.0,843532.0,1990,Milenial,306468.0,7968168.0,29900000.0
BON08883,PEL01403,2021-05-05,Bandung,PRD00012,11,0,4,no,Rina SRT,P,1990-01-11,Monitor,MSI,1800000.0,1596299.0,1990,Milenial,203701.0,2240711.0,19800000.0
BON08884,PEL01444,2022-10-07,Jakarta,PRD00015,18,10,4,no,Sari TKD,P,1965-02-04,Monitor,ViewSonic,1950000.0,1227395.0,1965,Gen X,722605.0,13006890.0,35100000.0
BON08885,PEL01061,2023-11-16,Bekasi,PRD00014,14,10,5,no,Dedi FWU,L,1982-05-24,Monitor,Eizo,750000.0,557724.0,1982,Milenial,192276.0,2691864.0,10500000.0
BON08886,PEL01936,2021-05-08,Bogor,PRD00026,28,0,2,no,Sari TJT,P,1977-04-02,Printer,Canon,1800000.0,1375032.0,1977,Gen X,424968.0,11899104.0,50400000.0
BON08887,PEL01289,2023-09-14,Jakarta,PRD00001,12,5,2,no,Tina FKF,P,1971-11-15,Mouse,Logitech,125000.0,107423.0,1971,Gen X,17577.0,210924.0,1500000.0
BON08888,PEL00494,2025-06-19,Bekasi,PRD00071,30,15,1,yes,Rudi WNK,L,2004-12-25,PC Rakitan,MJ017,25000000.0,19070970.0,2004,Gen Z,5929030.0,177870900.0,750000000.0
BON08889,PEL00849,2024-07-08,Bandung,PRD00016,14,0,5,no,Dedi LLG,L,1976-02-01,Keyboard,Canon,1100000.0,902572.0,1976,Gen X,197428.0,2763992.0,15400000.0
BON08890,PEL01376,2023-04-02,Bekasi,PRD00019,16,0,2,no,Dewi KDU,P,2001-11-07,Keyboard,Brother,1150000.0,843532.0,2001,Gen Z,306468.0,4903488.0,18400000.0
BON08891,PEL01548,2022-06-26,Jakarta,PRD00039,26,0,5,no,Rina ZSL,P,1965-02-23,Speaker,Logitech,900000.0,573618.0,1965,Gen X,326382.0,8485932.0,23400000.0
BON08892,PEL01870,2024-04-25,Bandung,PRD00018,16,0,5,no,Joko SXB,L,1968-12-10,Keyboard,HP,800000.0,605976.0,1968,Gen X,194024.0,3104384.0,12800000.0
BON08893,PEL00533,2024-01-05,Bandung,PRD00071,23,15,3,no,Joko FIZ,L,1998-11-24,PC Rakitan,MJ017,25000000.0,19070970.0,1998,Gen Z,5929030.0,136367690.0,575000000.0
BON08894,PEL00644,2021-01-16,Tangerang,PRD00037,14,15,3,no,Sari AMT,P,2000-07-16,Speaker,Sony,700000.0,589264.0,2000,Gen Z,110736.0,1550304.0,9800000.0
BON08896,PEL01003,2022-10-11,Bekasi,PRD00029,13,15,2,no,Budi OKU,L,2000-03-22,Printer,Brother,900000.0,607976.0,2000,Gen Z,292024.0,3796312.0,11700000.0
BON08897,PEL00958,2021-06-11,Jakarta,PRD00019,24,5,1,yes,Dedi VTE,L,1986-12-02,Keyboard,Brother,1150000.0,843532.0,1986,Milenial,306468.0,7355232.0,27600000.0
BON08900,PEL00377,2021-07-15,Bogor,PRD00009,30,5,2,no,Agus XDG,L,1973-07-17,Monitor,Samsung,1600000.0,1139107.0,1973,Gen X,460893.0,13826790.0,48000000.0
BON08902,PEL01820,2024-08-03,Bandung,PRD00047,18,0,2,no,Lia OON,P,1984-07-21,Laptop,HP,4750000.0,3623315.0,1984,Milenial,1126685.0,20280330.0,85500000.0
BON08903,PEL00880,2024-10-24,Bandung,PRD00009,23,5,5,no,Rina KPH,P,1997-10-26,Monitor,Samsung,1600000.0,1139107.0,1997,Gen Z,460893.0,10600539.0,36800000.0
BON08904,PEL00044,2023-03-27,Depok,PRD00017,17,0,3,no,Tina FKA,P,2002-11-08,Keyboard,Epson,1250000.0,983813.0,2002,Gen Z,266187.0,4525179.0,21250000.0
BON08905,PEL01840,2024-07-27,Bogor,PRD00023,22,10,1,yes,Rudi RUR,L,2003-01-13,Keyboard,Ricoh,450000.0,375091.0,2003,Gen Z,74909.0,1647998.0,9900000.0
BON08906,PEL00064,2022-01-07,Jakarta,PRD00021,13,10,5,no,Tina JQE,P,1997-04-17,Keyboard,Xerox,750000.0,514953.0,1997,Gen Z,235047.0,3055611.0,9750000.0
BON08907,PEL01004,2024-06-19,Bekasi,PRD00060,25,5,4,no,Dewi MML,P,1982-09-04,PC Rakitan,MJ006,27500000.0,19653764.0,1982,Milenial,7846236.0,196155900.0,687500000.0
BON08908,PEL01302,2024-09-09,Tangerang,PRD00031,28,5,1,yes,Joko YQS,L,2003-08-26,Printer,Xerox,2700000.0,1999288.0,2003,Gen Z,700712.0,19619936.0,75600000.0
BON08909,PEL01889,2024-11-06,Jakarta,PRD00019,22,0,2,no,Agus HJP,L,2001-07-13,Keyboard,Brother,1150000.0,843532.0,2001,Gen Z,306468.0,6742296.0,25300000.0
BON08910,PEL01557,2025-06-10,Bogor,PRD00023,26,10,3,no,Tina QVA,P,1968-08-21,Keyboard,Ricoh,450000.0,375091.0,1968,Gen X,74909.0,1947634.0,11700000.0
BON08911,PEL01951,2024-12-16,Bandung,PRD00032,89,25,3,no,Sari FRI,P,2001-02-03,Printer,Lexmark,2500000.0,1828761.0,2001,Gen Z,671239.0,59740271.0,222500000.0
BON08912,PEL01637,2022-12-24,Tangerang,PRD00019,66,25,2,no,Sari NGV,P,1975-03-08,Keyboard,Brother,1150000.0,843532.0,1975,Gen X,306468.0,20226888.0,75900000.0
BON08913,PEL00392,2023-06-21,Bandung,PRD00046,13,5,2,no,Budi XJL,L,1979-09-08,Laptop,ASUS,12000000.0,10206638.0,1979,Gen X,1793362.0,23313706.0,156000000.0
BON08915,PEL01719,2022-12-19,Jakarta,PRD00017,66,25,1,yes,Agus RCB,L,1990-10-24,Keyboard,Epson,1250000.0,983813.0,1990,Milenial,266187.0,17568342.0,82500000.0
BON08916,PEL01493,2024-06-19,Jakarta,PRD00070,16,15,1,yes,Agus VAE,L,1995-05-25,PC Rakitan,MJ016,13000000.0,8799189.0,1995,Gen Z,4200811.0,67212976.0,208000000.0
BON08917,PEL01541,2024-09-15,Depok,PRD00008,27,0,2,no,Lia TUX,P,1997-05-08,Monitor,ASUS,1850000.0,1548728.0,1997,Gen Z,301272.0,8134344.0,49950000.0
BON08919,PEL01061,2024-10-15,Depok,PRD00049,18,5,1,yes,Dedi FWU,L,1982-05-24,Laptop,Dell,11750000.0,7974594.0,1982,Milenial,3775406.0,67957308.0,211500000.0
BON08922,PEL00108,2021-03-12,Bekasi,PRD00032,26,10,3,no,Rina VUF,P,1978-02-26,Printer,Lexmark,2500000.0,1828761.0,1978,Gen X,671239.0,17452214.0,65000000.0
BON08923,PEL01048,2023-04-20,Bogor,PRD00003,23,5,1,yes,Dewi CNM,P,2000-01-07,Mouse,SteelSeries,450000.0,358724.0,2000,Gen Z,91276.0,2099348.0,10350000.0
BON08925,PEL01303,2023-10-26,Tangerang,PRD00034,11,5,4,no,Rina CXN,P,1968-04-02,Printer,Kyocera,2200000.0,1936263.0,1968,Gen X,263737.0,2901107.0,24200000.0
BON08927,PEL01647,2022-08-03,Depok,PRD00041,21,5,2,no,Dedi HRE,L,1977-10-07,Speaker,Advance,900000.0,624242.0,1977,Gen X,275758.0,5790918.0,18900000.0
BON08928,PEL00286,2021-11-21,Bogor,PRD00005,21,10,2,no,Dedi JGK,L,1980-12-17,Mouse,Microsoft,225000.0,178221.0,1980,Milenial,46779.0,982359.0,4725000.0
BON08929,PEL01651,2022-06-12,Depok,PRD00041,24,10,4,no,Sari LFS,P,1987-04-09,Speaker,Advance,900000.0,624242.0,1987,Milenial,275758.0,6618192.0,21600000.0
BON08930,PEL01220,2024-11-22,Depok,PRD00063,30,15,4,no,Rudi HQJ,L,1975-05-17,PC Rakitan,MJ009,23500000.0,18708453.0,1975,Gen X,4791547.0,143746410.0,705000000.0
BON08931,PEL01692,2021-08-24,Bandung,PRD00033,22,0,4,no,Dewi OPG,P,1975-12-08,Printer,Ricoh,1800000.0,1412073.0,1975,Gen X,387927.0,8534394.0,39600000.0
BON08932,PEL00200,2023-06-08,Bandung,PRD00006,15,0,3,no,Joko EAM,L,1976-03-11,Monitor,LG,1900000.0,1147364.0,1976,Gen X,752636.0,11289540.0,28500000.0
BON08934,PEL01555,2021-07-28,Bekasi,PRD00037,25,5,2,no,Tina HIJ,P,1968-06-26,Speaker,Sony,700000.0,589264.0,1968,Gen X,110736.0,2768400.0,17500000.0
BON08935,PEL01559,2024-12-24,Tangerang,PRD00056,95,25,5,no,Agus QOB,L,1973-09-09,PC Rakitan,MJ002,11000000.0,8515886.0,1973,Gen X,2484114.0,235990830.0,1045000000.0
BON08936,PEL01375,2022-06-11,Jakarta,PRD00002,19,15,5,no,Rina ATE,P,1987-09-11,Mouse,Razer,125000.0,87603.0,1987,Milenial,37397.0,710543.0,2375000.0
BON08937,PEL01737,2025-02-02,Tangerang,PRD00074,12,5,2,no,Dedi FLM,L,1966-07-24,PC Rakitan,MJ020,21500000.0,13410455.0,1966,Gen X,8089545.0,97074540.0,258000000.0
BON08938,PEL00096,2023-08-13,Bogor,PRD00030,22,0,1,yes,Agus XCM,L,1972-01-24,Printer,Samsung,2700000.0,1800182.0,1972,Gen X,899818.0,19795996.0,59400000.0
BON08939,PEL01030,2022-01-22,Bandung,PRD00042,11,10,5,no,Agus OLK,L,1998-06-20,Speaker,Robot,1500000.0,1241712.0,1998,Gen Z,258288.0,2841168.0,16500000.0
BON08941,PEL01367,2025-02-04,Bandung,PRD00025,29,10,3,no,Tina UFF,P,1969-10-22,Keyboard,Panasonic,400000.0,287728.0,1969,Gen X,112272.0,3255888.0,11600000.0
BON08942,PEL01225,2022-10-13,Jakarta,PRD00005,18,5,4,no,Rudi XTO,L,1969-06-28,Mouse,Microsoft,225000.0,178221.0,1969,Gen X,46779.0,842022.0,4050000.0
BON08943,PEL00542,2021-05-28,Tangerang,PRD00009,24,5,5,no,Rina WMO,P,1999-03-27,Monitor,Samsung,1600000.0,1139107.0,1999,Gen Z,460893.0,11061432.0,38400000.0
BON08944,PEL00147,2024-08-04,Tangerang,PRD00032,14,10,5,no,Tina URC,P,1983-05-03,Printer,Lexmark,2500000.0,1828761.0,1983,Milenial,671239.0,9397346.0,35000000.0
BON08946,PEL00690,2021-05-25,Bekasi,PRD00036,23,0,3,no,Joko GNY,L,2004-10-06,Speaker,JBL,1200000.0,807918.0,2004,Gen Z,392082.0,9017886.0,27600000.0
BON08947,PEL01008,2025-01-10,Bandung,PRD00050,21,15,5,no,Rina HPV,P,1987-08-15,Laptop,MSI,19750000.0,17633164.0,1987,Milenial,2116836.0,44453556.0,414750000.0
BON08948,PEL01184,2023-06-17,Bandung,PRD00051,12,5,5,no,Sari FPF,P,1966-04-21,Laptop,Samsung,9500000.0,7390128.0,1966,Gen X,2109872.0,25318464.0,114000000.0
BON08949,PEL01572,2023-06-25,Bandung,PRD00050,24,0,3,no,Tina BAC,P,1999-10-21,Laptop,MSI,19750000.0,17633164.0,1999,Gen Z,2116836.0,50804064.0,474000000.0
BON08950,PEL01049,2022-01-03,Depok,PRD00044,20,15,2,no,Agus EKJ,L,2004-08-21,Speaker,Polytron,200000.0,162998.0,2004,Gen Z,37002.0,740040.0,4000000.0
BON08951,PEL01217,2022-07-23,Bogor,PRD00025,27,10,5,no,Joko UMD,L,1976-03-25,Keyboard,Panasonic,400000.0,287728.0,1976,Gen X,112272.0,3031344.0,10800000.0
BON08953,PEL00284,2022-12-21,Jakarta,PRD00009,64,25,4,no,Dewi HAK,P,1985-08-08,Monitor,Samsung,1600000.0,1139107.0,1985,Milenial,460893.0,29497152.0,102400000.0
BON08954,PEL00453,2024-03-03,Bandung,PRD00052,28,10,2,no,Lia TCT,P,2005-05-28,Laptop,Microsoft,13500000.0,11312162.0,2005,Gen Z,2187838.0,61259464.0,378000000.0
BON08955,PEL01932,2024-01-18,Bandung,PRD00012,30,5,5,no,Lia DVC,P,1984-12-06,Monitor,MSI,1800000.0,1596299.0,1984,Milenial,203701.0,6111030.0,54000000.0
BON08956,PEL01620,2021-03-24,Bogor,PRD00038,22,5,4,no,Rina LST,P,1972-08-02,Speaker,Bose,1400000.0,929872.0,1972,Gen X,470128.0,10342816.0,30800000.0
BON08959,PEL01088,2021-08-25,Bekasi,PRD00038,18,0,2,no,Dedi DKK,L,1976-08-01,Speaker,Bose,1400000.0,929872.0,1976,Gen X,470128.0,8462304.0,25200000.0
BON08960,PEL00565,2025-01-18,Bekasi,PRD00009,18,0,3,no,Rina UDK,P,1996-02-12,Monitor,Samsung,1600000.0,1139107.0,1996,Gen Z,460893.0,8296074.0,28800000.0
BON08962,PEL01486,2022-07-22,Depok,PRD00033,22,0,4,no,Dewi KYV,P,1992-06-22,Printer,Ricoh,1800000.0,1412073.0,1992,Milenial,387927.0,8534394.0,39600000.0
