no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal
BON00383,PEL00649,2/18/2024,Jakarta,PRD00020,25,10,1,yes,Joko PYO,L,5/26/1990,Keyboard,Samsung,600000.0,501505.0
BON00450,PEL00717,2/18/2024,Depok,PRD00059,11,10,4,no,Lia DDQ,P,9/16/1995,PC Rakitan,MJ005,29000000.0,22230419.0
BON00873,PEL01515,2/18/2024,Bekasi,PRD00013,21,5,5,no,Dewi MIR,P,7/1/1981,Monitor,Gigabyte,1100000.0,754049.0
BON09094,PEL00963,2/18/2024,Tangerang,PRD00011,23,0,4,no,Rina DFV,P,3/23/1999,Monitor,Acer,1000000.0,747733.0
BON09813,PEL01416,2/18/2024,Tangerang,PRD00064,12,0,3,no,Sari GID,P,8/1/1967,PC Rakitan,MJ010,22500000.0,19841079.0
BON00853,PEL01354,2/19/2024,Bekasi,PRD00012,12,10,4,no,Rina TTW,P,3/9/1991,Monitor,MSI,1800000.0,1596299.0
BON01088,,2/19/2024,Tangerang,PRD00057,28,0,1,yes,,,,PC Rakitan,MJ003,21500000.0,13982066.0
BON02226,PEL00258,2/19/2024,Jakarta,PRD00063,11,0,5,no,Joko LOG,L,12/16/1976,PC Rakitan,MJ009,23500000.0,18708453.0
BON03044,PEL01515,2/19/2024,Tangerang,PRD00019,27,15,4,no,Dewi MIR,P,7/1/1981,Keyboard,Brother,1150000.0,843532.0
BON04177,PEL01525,2/19/2024,Tangerang,PRD00049,19,0,2,no,Joko CLB,L,1/16/1985,Laptop,Dell,11750000.0,7974594.0
BON05787,PEL00340,2/19/2024,Bekasi,PRD00023,14,10,5,no,Tina GWG,P,4/19/2002,Keyboard,Ricoh,450000.0,375091.0
BON06853,PEL00978,2/19/2024,Bogor,PRD00012,20,15,4,no,Dewi XDO,P,10/28/1991,Monitor,MSI,1800000.0,1596299.0
BON06999,PEL01667,2/19/2024,Bandung,PRD00026,22,5,5,no,Dewi JJG,P,6/21/1971,Printer,Canon,1800000.0,1375032.0
BON08749,PEL00080,2/19/2024,Bandung,PRD00024,11,10,2,no,Dedi IUF,L,12/25/2001,Keyboard,Kyocera,850000.0,759960.0
BON08881,PEL00238,2/19/2024,Bandung,PRD00010,27,10,3,no,Budi RSZ,L,11/25/1989,Monitor,BenQ,1950000.0,1409393.0
BON09398,PEL01677,2/19/2024,Jakarta,PRD00052,30,10,4,no,Tina BWQ,P,10/13/2000,Laptop,Microsoft,13500000.0,11312162.0
BON01800,PEL01228,2/20/2024,Depok,PRD00017,15,15,2,no,Sari ZBN,P,10/26/1988,Keyboard,Epson,1250000.0,983813.0
BON02420,PEL01067,2/20/2024,Bogor,PRD00005,15,5,3,no,Agus IJN,L,8/22/1991,Mouse,Microsoft,225000.0,178221.0
BON04450,PEL00511,2/20/2024,,,27,5,1,yes,Budi YSC,L,3/17/1973,,,,
BON04609,PEL00243,2/20/2024,Bogor,PRD00009,27,0,2,no,Sari FUI,P,5/8/1988,Monitor,Samsung,1600000.0,1139107.0
,PEL01642,2/20/2024,Bandung,PRD00012,13,10,1,yes,Budi HXG,L,6/18/1974,Monitor,MSI,1800000.0,1596299.0
BON08496,PEL00794,2/20/2024,Bogor,PRD00068,27,5,4,no,Budi MNA,L,10/23/1976,PC Rakitan,MJ014,29000000.0,25312998.0
BON03194,PEL00863,2/21/2024,Bekasi,PRD00007,25,15,3,no,Joko ATY,L,12/10/1986,Monitor,Dell,1850000.0,1578030.0
BON08493,PEL01295,2/21/2024,Bandung,PRD00032,29,5,1,yes,Sari TCE,P,9/5/1985,Printer,Lexmark,2500000.0,1828761.0
BON09133,PEL01164,2/21/2024,Bekasi,PRD00029,19,0,4,no,Agus AAF,L,10/18/1991,Printer,Brother,900000.0,607976.0
BON09920,PEL01608,2/21/2024,Tangerang,PRD00007,21,15,1,yes,Rudi KAN,L,12/25/2003,Monitor,Dell,1850000.0,1578030.0
BON00573,PEL00034,2/22/2024,Jakarta,PRD00015,21,10,2,no,Tina HHL,P,6/1/2003,Monitor,ViewSonic,1950000.0,1227395.0
,PEL00919,2/22/2024,Bandung,PRD00061,25,5,2,no,Joko GWX,L,5/9/1999,PC Rakitan,MJ007,8000000.0,5099595.0
BON04990,PEL00412,2/22/2024,Tangerang,PRD00031,24,10,4,no,Lia LDJ,P,3/26/1981,Printer,Xerox,2700000.0,1999288.0
BON07583,PEL00278,2/22/2024,Bekasi,PRD00028,30,5,1,yes,Sari LIV,P,2/10/1965,Printer,HP,2800000.0,1776707.0
BON09614,,2/22/2024,Depok,PRD00067,21,10,3,no,,,,PC Rakitan,MJ013,24000000.0,20554678.0
BON03339,PEL00568,2/23/2024,Jakarta,PRD00026,11,10,4,no,Lia SZA,P,4/2/1970,Printer,Canon,1800000.0,1375032.0
BON00418,PEL00903,2/24/2024,Bogor,PRD00048,25,10,3,no,Lia FUV,P,3/26/1987,Laptop,Lenovo,19750000.0,14463191.0
BON00546,PEL01268,2/24/2024,Jakarta,PRD00025,14,10,4,no,Tina AYE,P,12/12/1997,Keyboard,Panasonic,400000.0,287728.0
BON04758,PEL00930,2/24/2024,Jakarta,PRD00052,19,5,3,no,Rina OMR,P,7/6/1977,Laptop,Microsoft,13500000.0,11312162.0
BON05387,PEL00323,2/24/2024,Tangerang,PRD00022,21,15,3,no,Dewi RRR,P,5/12/1987,Keyboard,Lexmark,550000.0,477099.0
BON05939,PEL01463,2/24/2024,Tangerang,PRD00022,16,5,1,yes,Tina JRC,P,5/22/1993,Keyboard,Lexmark,550000.0,477099.0
BON07024,PEL01329,2/24/2024,Bekasi,PRD00063,24,10,4,no,Joko MLV,L,8/6/1984,PC Rakitan,MJ009,23500000.0,18708453.0
BON07606,PEL01604,2/24/2024,Depok,PRD00059,22,10,3,no,Sari FVW,P,5/7/1990,PC Rakitan,MJ005,29000000.0,22230419.0
BON01453,PEL00414,2/25/2024,Bandung,PRD00054,10,10,2,no,Agus OSS,L,4/3/1995,Laptop,Apple,17750000.0,15174836.0
BON02884,PEL01786,2/25/2024,Depok,PRD00033,18,10,4,no,Sari JWP,P,1/1/1998,Printer,Ricoh,1800000.0,1412073.0
BON03108,PEL00259,2/25/2024,Bekasi,PRD00019,15,5,1,yes,Agus CIA,L,3/15/1984,Keyboard,Brother,1150000.0,843532.0
BON06657,PEL00840,2/25/2024,Bandung,PRD00032,11,0,3,no,Sari UWP,P,12/19/1989,Printer,Lexmark,2500000.0,1828761.0
BON08784,PEL00546,2/25/2024,Jakarta,PRD00054,16,10,4,no,Dedi CFL,L,3/28/1973,Laptop,Apple,17750000.0,15174836.0
BON01634,PEL01864,2/26/2024,Tangerang,PRD00060,13,10,2,no,Rudi AZT,L,6/14/1972,PC Rakitan,MJ006,27500000.0,19653764.0
BON01720,PEL01703,2/26/2024,Tangerang,PRD00057,23,0,3,no,Rudi VXH,L,8/20/1975,PC Rakitan,MJ003,21500000.0,13982066.0
BON02293,PEL01049,2/26/2024,Depok,PRD00061,19,0,1,yes,Agus EKJ,L,8/21/2004,PC Rakitan,MJ007,8000000.0,5099595.0
BON04192,PEL01668,2/26/2024,Bandung,PRD00059,29,15,1,yes,Agus VOR,L,12/10/1980,PC Rakitan,MJ005,29000000.0,22230419.0
BON04589,PEL01445,2/26/2024,Bandung,PRD00008,27,0,3,no,Agus LPP,L,7/25/1974,Monitor,ASUS,1850000.0,1548728.0
BON06913,PEL00942,2/26/2024,Bogor,PRD00024,18,10,1,yes,Tina TSH,P,10/16/2001,Keyboard,Kyocera,850000.0,759960.0
BON08336,PEL01830,2/26/2024,Bekasi,PRD00060,10,5,4,no,Sari MRJ,P,3/27/1967,PC Rakitan,MJ006,27500000.0,19653764.0
BON09835,PEL01622,2/26/2024,Bekasi,PRD00029,29,0,4,no,Dewi HOC,P,10/18/1998,Printer,Brother,900000.0,607976.0
BON02566,PEL00271,2/27/2024,Bekasi,PRD00054,15,15,4,no,Joko LJQ,L,11/16/1976,Laptop,Apple,17750000.0,15174836.0
BON03118,PEL00966,2/27/2024,Tangerang,PRD00052,23,5,3,no,Joko EJV,L,5/4/1986,Laptop,Microsoft,13500000.0,11312162.0
BON03778,PEL00841,2/27/2024,Jakarta,PRD00067,26,10,1,yes,Rudi OZA,L,11/21/1997,PC Rakitan,MJ013,24000000.0,20554678.0
BON05420,PEL00674,2/27/2024,Bogor,PRD00014,24,0,4,no,Lia BMF,P,8/11/1975,Monitor,Eizo,750000.0,557724.0
BON06107,PEL00668,2/27/2024,Jakarta,PRD00012,26,0,3,no,Budi VMP,L,2/13/1977,Monitor,MSI,1800000.0,1596299.0
BON06405,PEL01285,2/27/2024,Jakarta,PRD00063,24,0,3,no,Sari DJI,P,12/9/1967,PC Rakitan,MJ009,23500000.0,18708453.0
BON07165,PEL00769,2/27/2024,Tangerang,PRD00008,16,15,3,no,Dedi LJT,L,2/17/1984,Monitor,ASUS,1850000.0,1548728.0
BON08449,PEL00406,2/27/2024,Jakarta,PRD00032,11,15,4,no,Agus OHS,L,1/20/2002,Printer,Lexmark,2500000.0,1828761.0
BON00584,PEL00324,2/28/2024,Depok,PRD00046,26,15,5,no,Rudi VOM,L,12/9/1986,Laptop,ASUS,12000000.0,10206638.0
BON01233,PEL01915,2/28/2024,Depok,PRD00035,27,5,1,yes,Agus YTF,L,11/24/1968,Printer,Panasonic,2000000.0,1788056.0
BON05211,PEL01222,2/28/2024,Tangerang,PRD00017,22,15,4,no,Tina TAJ,P,12/27/1973,Keyboard,Epson,1250000.0,983813.0
BON06010,PEL01711,2/28/2024,Bandung,PRD00013,16,0,4,no,Joko CBR,L,4/12/2001,Monitor,Gigabyte,1100000.0,754049.0
BON06466,PEL00244,2/28/2024,Bandung,PRD00071,11,10,3,no,Sari BDM,P,3/5/1989,PC Rakitan,MJ017,25000000.0,19070970.0
BON09626,PEL01267,2/28/2024,Bogor,PRD00074,19,5,2,no,Budi JYE,L,8/2/2004,PC Rakitan,MJ020,21500000.0,13410455.0
BON02177,PEL01207,3/1/2024,Depok,PRD00013,22,5,3,no,Rudi QCM,L,10/25/1985,Monitor,Gigabyte,1100000.0,754049.0
BON03426,PEL01790,3/1/2024,Bogor,PRD00025,25,10,5,no,Dewi JRS,P,9/5/1980,Keyboard,Panasonic,400000.0,287728.0
BON03438,PEL01049,3/1/2024,Depok,PRD00049,18,10,1,yes,Agus EKJ,L,8/21/2004,Laptop,Dell,11750000.0,7974594.0
BON07278,PEL00284,3/1/2024,Depok,PRD00046,11,10,2,no,Dewi HAK,P,8/8/1985,Laptop,ASUS,12000000.0,10206638.0
BON00731,PEL01581,3/2/2024,Tangerang,PRD00056,11,10,4,no,Agus VYU,L,11/5/2000,PC Rakitan,MJ002,11000000.0,8515886.0
BON06196,PEL01831,3/2/2024,Bekasi,PRD00032,13,15,4,no,Tina QEJ,P,10/26/1978,Printer,Lexmark,2500000.0,1828761.0
BON07999,PEL00459,3/2/2024,Tangerang,PRD00019,29,10,2,no,Dedi SYM,L,11/8/1989,Keyboard,Brother,1150000.0,843532.0
BON00480,PEL00956,3/3/2024,Jakarta,PRD00030,27,15,5,no,Rina HZY,P,9/20/1979,Printer,Samsung,2700000.0,1800182.0
BON01122,PEL00660,3/3/2024,Bekasi,PRD00004,12,15,1,yes,Lia JUA,P,12/21/1997,Mouse,Corsair,425000.0,267954.0
BON03755,PEL01895,3/3/2024,Bekasi,PRD00054,18,0,5,no,Joko HDW,L,9/6/2004,Laptop,Apple,17750000.0,15174836.0
BON04938,PEL00597,3/3/2024,Tangerang,PRD00021,23,10,3,no,Tina XDD,P,2/10/1966,Keyboard,Xerox,750000.0,514953.0
BON05951,PEL00897,3/3/2024,Bandung,PRD00065,10,0,5,no,Joko XKW,L,1/17/1992,PC Rakitan,MJ011,8000000.0,6254385.0
BON07699,PEL00157,3/3/2024,Jakarta,PRD00070,30,0,2,no,Dewi FRW,P,5/14/2000,PC Rakitan,MJ016,13000000.0,8799189.0
BON08954,PEL00453,3/3/2024,Bandung,PRD00052,28,10,2,no,Lia TCT,P,5/28/2005,Laptop,Microsoft,13500000.0,11312162.0
BON00283,PEL01185,3/4/2024,Tangerang,PRD00024,24,5,3,no,Budi UWH,L,5/16/1968,Keyboard,Kyocera,850000.0,759960.0
BON02318,PEL00735,3/4/2024,Depok,PRD00055,14,15,2,no,Tina OMA,P,12/13/1973,PC Rakitan,MJ001,7000000.0,5407340.0
BON02411,PEL01611,3/4/2024,Bekasi,PRD00017,11,15,1,yes,Rudi WME,L,7/10/1999,Keyboard,Epson,1250000.0,983813.0
BON03708,PEL00623,3/4/2024,Tangerang,PRD00030,15,15,5,no,Rudi EUE,L,4/13/2000,Printer,Samsung,2700000.0,1800182.0
BON04519,PEL01092,3/4/2024,Depok,PRD00029,17,10,4,no,Joko OVZ,L,4/13/1973,Printer,Brother,900000.0,607976.0
BON06820,PEL00652,3/4/2024,Bandung,PRD00069,25,5,3,no,Tina PWT,P,12/22/1983,PC Rakitan,MJ015,18000000.0,15465769.0
BON08550,PEL01554,3/4/2024,Bogor,PRD00054,29,10,2,no,Tina LWC,P,3/9/1991,Laptop,Apple,17750000.0,15174836.0
BON00278,PEL01230,3/5/2024,Depok,PRD00014,23,5,3,no,Dedi HSD,L,6/1/1980,Monitor,Eizo,750000.0,557724.0
BON02035,PEL01411,3/5/2024,Bogor,PRD00066,22,15,5,no,Agus BJM,L,5/4/1965,PC Rakitan,MJ012,17500000.0,15168212.0
BON03394,PEL00170,3/5/2024,Tangerang,PRD00023,16,15,5,no,Tina SMS,P,12/12/1965,Keyboard,Ricoh,450000.0,375091.0
BON04184,PEL00800,3/5/2024,Tangerang,PRD00012,19,15,5,no,Sari OSK,P,12/11/1987,Monitor,MSI,1800000.0,1596299.0
BON06577,PEL00862,3/5/2024,Tangerang,PRD00018,29,5,2,no,Tina SWD,P,2/20/1988,Keyboard,HP,800000.0,605976.0
BON08161,PEL01907,3/5/2024,Jakarta,PRD00029,22,15,2,no,Dedi CSP,L,11/28/1978,Printer,Brother,900000.0,607976.0
BON01110,PEL01435,3/6/2024,Depok,,29,0,2,no,Rina XRO,P,6/9/1983,,,,
BON01256,PEL01201,3/6/2024,Bandung,PRD00063,27,15,1,yes,Agus KOG,L,4/3/1973,PC Rakitan,MJ009,23500000.0,18708453.0
BON01703,PEL01927,3/6/2024,Bekasi,PRD00072,25,15,1,yes,Agus RVL,L,9/16/1986,PC Rakitan,MJ018,15000000.0,13120022.0
BON04765,PEL01923,3/6/2024,Jakarta,PRD00017,14,10,3,no,Joko NCQ,L,7/10/1979,Keyboard,Epson,1250000.0,983813.0
BON05711,PEL01548,3/6/2024,Depok,PRD00047,23,5,5,no,Rina ZSL,P,2/23/1965,Laptop,HP,4750000.0,3623315.0
BON06266,PEL00554,3/6/2024,Tangerang,PRD00060,28,5,1,yes,Rudi HFJ,L,3/16/1972,PC Rakitan,MJ006,27500000.0,19653764.0
BON08601,PEL00286,3/6/2024,Depok,PRD00007,22,5,2,no,Dedi JGK,L,12/17/1980,Monitor,Dell,1850000.0,1578030.0
BON00396,PEL01216,3/7/2024,Jakarta,PRD00064,21,5,1,yes,Joko CHP,L,3/21/2004,PC Rakitan,MJ010,22500000.0,19841079.0
BON02504,PEL00059,3/7/2024,Bandung,PRD00065,27,5,5,no,Lia TMR,P,1/9/1981,PC Rakitan,MJ011,8000000.0,6254385.0
BON03231,PEL01459,3/7/2024,Bogor,PRD00074,24,10,3,no,Rina AHD,P,6/7/1990,PC Rakitan,MJ020,21500000.0,13410455.0
BON08642,PEL00586,3/7/2024,Tangerang,PRD00070,13,5,3,no,Rudi VQC,L,1/26/1990,PC Rakitan,MJ016,13000000.0,8799189.0
BON09683,PEL00863,3/7/2024,Bekasi,PRD00070,22,5,4,no,Joko ATY,L,12/10/1986,PC Rakitan,MJ016,13000000.0,8799189.0
BON00756,PEL01076,3/8/2024,Bogor,PRD00031,23,0,2,no,Sari RNH,P,3/25/1968,Printer,Xerox,2700000.0,1999288.0
BON01418,PEL00837,3/8/2024,Tangerang,PRD00049,13,10,4,no,Dedi THV,L,12/5/2000,Laptop,Dell,11750000.0,7974594.0
BON02758,PEL01239,3/8/2024,Tangerang,PRD00018,16,10,3,no,Agus CMQ,L,11/26/1973,Keyboard,HP,800000.0,605976.0
BON03619,PEL01142,3/8/2024,Tangerang,PRD00017,22,0,1,yes,Agus KFX,L,12/21/1997,Keyboard,Epson,1250000.0,983813.0
BON07014,PEL00077,3/8/2024,Depok,PRD00062,30,10,4,no,Budi YYS,L,9/5/2003,PC Rakitan,MJ008,11500000.0,8910960.0
BON07403,PEL01003,3/8/2024,Bekasi,PRD00074,14,0,1,yes,Budi OKU,L,3/22/2000,PC Rakitan,MJ020,21500000.0,13410455.0
BON08347,PEL01431,3/8/2024,Bandung,PRD00031,15,10,2,no,Rudi RPD,L,5/22/1996,Printer,Xerox,2700000.0,1999288.0
BON00666,PEL01697,3/9/2024,Depok,PRD00062,16,10,5,no,Agus MFZ,L,5/14/1999,PC Rakitan,MJ008,11500000.0,8910960.0
BON01893,PEL00374,3/9/2024,Jakarta,PRD00071,13,15,4,no,Lia WDW,P,11/6/1984,PC Rakitan,MJ017,25000000.0,19070970.0
BON03626,PEL01121,3/9/2024,Bogor,PRD00068,30,10,3,no,Agus KDU,L,10/3/1985,PC Rakitan,MJ014,29000000.0,25312998.0
BON04483,PEL01594,3/9/2024,Bekasi,PRD00055,21,5,4,no,Agus JGZ,L,6/17/1980,PC Rakitan,MJ001,7000000.0,5407340.0
BON06970,PEL00820,3/9/2024,,PRD00064,30,10,5,no,Rina JTG,P,7/24/1989,PC Rakitan,MJ010,22500000.0,19841079.0
BON02999,PEL00367,3/10/2024,Depok,PRD00007,18,10,5,no,Dewi ODL,P,6/20/1974,Monitor,Dell,1850000.0,1578030.0
BON03299,PEL00375,3/10/2024,Bogor,PRD00046,21,10,3,no,Dedi KGC,L,12/16/1988,Laptop,ASUS,12000000.0,10206638.0
BON03404,PEL00448,3/10/2024,Bogor,PRD00063,26,5,4,no,Lia JPF,P,7/3/1988,PC Rakitan,MJ009,23500000.0,18708453.0
BON04014,PEL01495,3/10/2024,Bekasi,PRD00059,22,15,1,yes,Lia BRS,P,9/18/1973,PC Rakitan,MJ005,29000000.0,22230419.0
BON05250,PEL01140,3/11/2024,Depok,PRD00052,29,10,4,no,Agus KFY,L,6/17/1968,Laptop,Microsoft,13500000.0,11312162.0
BON08817,PEL01800,3/11/2024,Jakarta,PRD00017,30,5,5,no,Lia EYE,P,9/4/1987,Keyboard,Epson,1250000.0,983813.0
BON03276,PEL01868,3/12/2024,Bogor,PRD00009,11,5,2,no,Dedi PIE,L,9/2/1988,Monitor,Samsung,1600000.0,1139107.0
BON03492,PEL00425,3/12/2024,Jakarta,PRD00021,19,0,5,no,Sari TFS,P,9/26/1993,Keyboard,Xerox,750000.0,514953.0
BON04309,PEL00087,3/12/2024,Bandung,PRD00023,14,15,4,no,Rudi MGC,L,10/20/1977,Keyboard,Ricoh,450000.0,375091.0
BON08715,PEL01595,3/12/2024,Depok,PRD00015,13,0,4,no,Joko QLZ,L,7/18/1971,Monitor,ViewSonic,1950000.0,1227395.0
BON01336,PEL00461,3/13/2024,Tangerang,PRD00052,25,10,1,yes,Sari LYK,P,4/9/1978,Laptop,Microsoft,13500000.0,11312162.0
BON01365,PEL00513,3/13/2024,Bekasi,PRD00006,20,5,3,no,Joko NMF,L,11/19/1969,Monitor,LG,1900000.0,1147364.0
BON03034,PEL00945,3/13/2024,Bekasi,PRD00064,27,10,2,no,Rina COE,P,7/18/1987,PC Rakitan,MJ010,22500000.0,19841079.0
BON05274,PEL01218,3/13/2024,Bandung,PRD00072,24,5,1,yes,Budi LRB,L,2/9/1994,PC Rakitan,MJ018,15000000.0,13120022.0
BON06832,PEL01305,3/13/2024,Jakarta,PRD00023,26,0,4,no,Rina NSV,P,8/23/1966,Keyboard,Ricoh,450000.0,375091.0
BON02721,PEL00557,3/14/2024,Bandung,PRD00045,30,0,3,no,Dedi CKC,L,9/4/1989,Laptop,Acer,5000000.0,4016132.0
BON03398,PEL00995,3/14/2024,Depok,PRD00064,16,10,2,no,Agus YRP,L,8/19/1975,PC Rakitan,MJ010,22500000.0,19841079.0
BON07103,PEL00961,3/14/2024,Jakarta,PRD00033,26,5,1,yes,Dewi WDQ,P,3/9/2003,Printer,Ricoh,1800000.0,1412073.0
BON00803,PEL01421,3/15/2024,,PRD00003,30,0,2,no,Dewi ZGN,P,5/23/1976,Mouse,SteelSeries,450000.0,358724.0
BON04472,PEL00636,3/15/2024,Bekasi,PRD00062,13,5,2,no,Sari GYP,P,2/14/2002,PC Rakitan,MJ008,11500000.0,8910960.0
BON05583,PEL00522,3/15/2024,Depok,PRD00030,13,15,3,no,Sari INL,P,4/19/2005,Printer,Samsung,2700000.0,1800182.0
BON07432,,3/15/2024,Bogor,PRD00057,28,10,5,no,,,,PC Rakitan,MJ003,21500000.0,13982066.0
BON09158,PEL01199,3/15/2024,Tangerang,PRD00003,25,0,5,no,Rina WQE,P,2/10/1997,Mouse,SteelSeries,450000.0,358724.0
BON00425,PEL01035,3/16/2024,Tangerang,PRD00002,16,10,2,no,Agus EXK,L,6/16/2000,Mouse,Razer,125000.0,87603.0
BON01848,PEL00893,3/16/2024,Tangerang,PRD00060,24,15,1,yes,Dedi JME,L,7/18/1993,PC Rakitan,MJ006,27500000.0,19653764.0
BON02259,PEL01034,3/16/2024,Depok,PRD00050,19,0,1,yes,Budi WBH,L,5/19/1982,Laptop,MSI,19750000.0,17633164.0
BON04011,PEL00989,3/16/2024,Bogor,PRD00028,21,0,3,no,Budi ZEL,L,6/20/1985,Printer,HP,2800000.0,1776707.0
BON04640,PEL01963,3/16/2024,Depok,PRD00053,17,0,5,no,Rudi LSY,L,7/16/1984,Laptop,Razer,13000000.0,10909656.0
BON04813,PEL01963,3/16/2024,Bekasi,PRD00027,25,0,5,no,Rudi LSY,L,7/16/1984,Printer,Epson,1800000.0,1129863.0
BON07285,PEL00069,3/16/2024,Jakarta,PRD00066,19,10,3,no,Tina ULZ,P,6/23/1993,PC Rakitan,MJ012,17500000.0,15168212.0
BON01553,PEL00864,3/17/2024,Jakarta,PRD00019,29,0,2,no,Dedi XDF,L,3/12/1993,Keyboard,Brother,1150000.0,843532.0
BON02596,PEL01431,3/17/2024,Depok,PRD00027,25,15,5,no,Rudi RPD,L,5/22/1996,Printer,Epson,1800000.0,1129863.0
BON02773,PEL00012,3/17/2024,Jakarta,PRD00051,14,10,3,no,Tina QFN,P,5/10/1982,Laptop,Samsung,9500000.0,7390128.0
BON07708,PEL01663,3/17/2024,Bekasi,PRD00049,21,0,2,no,Rina UOD,P,7/16/2000,Laptop,Dell,11750000.0,7974594.0
BON09352,PEL00314,3/17/2024,Bogor,PRD00026,20,15,4,no,Joko OCS,L,11/14/1984,Printer,Canon,1800000.0,1375032.0
BON00993,PEL00860,3/18/2024,Bandung,PRD00057,26,10,2,no,Lia LZK,P,10/6/2005,PC Rakitan,MJ003,21500000.0,13982066.0
BON01910,PEL01706,3/18/2024,Bekasi,PRD00046,17,15,1,yes,Dewi NAN,P,2/25/1971,Laptop,ASUS,12000000.0,10206638.0
BON02249,PEL00237,3/18/2024,Jakarta,PRD00013,11,15,1,yes,Dedi RNN,L,6/16/2004,Monitor,Gigabyte,1100000.0,754049.0
BON04488,PEL00405,3/18/2024,Bogor,PRD00019,21,5,4,no,Agus CTP,L,12/18/1973,Keyboard,Brother,1150000.0,843532.0
BON05289,PEL01190,3/18/2024,Bekasi,PRD00047,24,0,1,yes,Agus YHP,L,11/6/1976,Laptop,HP,4750000.0,3623315.0
BON02043,PEL01276,3/19/2024,Bekasi,PRD00019,12,10,3,no,Dedi BVU,L,4/20/1979,Keyboard,Brother,1150000.0,843532.0
BON02291,PEL00420,3/19/2024,Depok,PRD00004,20,10,3,no,Tina MOW,P,6/28/2002,Mouse,Corsair,425000.0,267954.0
BON03380,PEL00675,3/19/2024,Depok,PRD00063,21,5,2,no,Rina BHY,P,11/15/1985,PC Rakitan,MJ009,23500000.0,18708453.0
BON06063,PEL00139,3/19/2024,Bekasi,PRD00061,16,0,4,no,Rina QED,P,7/15/2002,PC Rakitan,MJ007,8000000.0,5099595.0
BON07566,PEL01346,3/19/2024,Bandung,PRD00016,26,10,1,yes,Sari IDN,P,3/25/1986,Keyboard,Canon,1100000.0,902572.0
BON09581,PEL00573,3/19/2024,Jakarta,PRD00013,16,10,3,no,Tina GHE,P,11/15/1966,Monitor,Gigabyte,1100000.0,754049.0
BON09981,PEL01929,3/19/2024,Bekasi,PRD00014,15,0,1,yes,Rudi AGL,L,12/19/2004,Monitor,Eizo,750000.0,557724.0
BON03448,PEL01755,3/20/2024,Depok,PRD00027,11,5,2,no,Sari CRT,P,12/23/2000,Printer,Epson,1800000.0,1129863.0
BON04636,PEL00434,3/20/2024,Bandung,PRD00002,14,10,5,no,Rudi YWH,L,11/28/1965,Mouse,Razer,125000.0,87603.0
BON06013,PEL01839,3/20/2024,,PRD00046,24,5,4,no,Budi PDC,L,4/28/1997,Laptop,ASUS,12000000.0,10206638.0
BON06386,PEL00831,3/20/2024,Bekasi,PRD00051,20,0,3,no,Lia DDF,P,4/18/1975,Laptop,Samsung,9500000.0,7390128.0
BON07642,PEL00300,3/20/2024,Bogor,PRD00045,16,0,4,no,Joko PFS,L,4/17/1994,Laptop,Acer,5000000.0,4016132.0
BON09817,PEL00183,3/20/2024,Bogor,PRD00059,20,5,2,no,Budi PJA,L,1/16/1982,PC Rakitan,MJ005,29000000.0,22230419.0
BON01438,PEL01930,3/21/2024,Bandung,PRD00074,12,10,3,no,Dedi WJG,L,4/3/1966,PC Rakitan,MJ020,21500000.0,13410455.0
BON01881,PEL01998,3/21/2024,Bogor,PRD00057,26,15,1,yes,Dedi FQP,L,12/11/1992,PC Rakitan,MJ003,21500000.0,13982066.0
BON03742,PEL01671,3/21/2024,Bogor,PRD00007,10,10,1,yes,Rina YBG,P,4/9/1992,Monitor,Dell,1850000.0,1578030.0
BON04093,PEL01452,3/21/2024,Bekasi,PRD00062,24,15,3,no,Dedi DVP,L,7/3/1983,PC Rakitan,MJ008,11500000.0,8910960.0
BON04118,PEL01266,3/21/2024,Bogor,PRD00072,24,15,3,no,Agus DDD,L,3/22/1982,PC Rakitan,MJ018,15000000.0,13120022.0
BON04919,,3/21/2024,Tangerang,PRD00070,28,0,3,no,,,,PC Rakitan,MJ016,13000000.0,8799189.0
BON05873,PEL00637,3/21/2024,Tangerang,PRD00002,28,0,1,yes,Rudi YWB,L,12/28/1966,Mouse,Razer,125000.0,87603.0
BON06058,PEL00457,3/21/2024,Jakarta,PRD00011,29,0,5,no,Dedi RBT,L,12/17/1977,Monitor,Acer,1000000.0,747733.0
BON07995,PEL01832,3/21/2024,Tangerang,PRD00010,27,5,2,no,Dedi TIZ,L,3/7/2002,Monitor,BenQ,1950000.0,1409393.0
BON09261,PEL01215,3/21/2024,Bogor,PRD00059,25,0,1,yes,Sari TGR,P,7/7/1984,PC Rakitan,MJ005,29000000.0,22230419.0
BON09862,PEL01778,3/21/2024,Bogor,PRD00056,19,5,2,no,Rina FDO,P,12/18/1971,PC Rakitan,MJ002,11000000.0,8515886.0
BON00417,PEL00525,3/22/2024,Jakarta,PRD00025,15,0,4,no,Lia SBY,P,12/17/1989,Keyboard,Panasonic,400000.0,287728.0
BON01230,PEL00089,3/22/2024,Bandung,PRD00028,30,0,5,no,Joko XTR,L,1/27/1982,Printer,HP,2800000.0,1776707.0
BON03902,PEL00892,3/22/2024,Jakarta,,26,5,3,no,Lia BDY,P,7/4/1991,,,,
